id,file,title,lead,bert_base_dutch_cased_finetuned_snli_label,bert_base_dutch_cased_finetuned_snli_positief,bert_base_dutch_cased_finetuned_snli_negatief,robbert_v2_dutch_finetuned_snli_label,robbert_v2_dutch_finetuned_snli_positief,robbert_v2_dutch_finetuned_snli_negatief,robbertje_dutch_finetuned_snli_label,robbertje_dutch_finetuned_snli_positief,robbertje_dutch_finetuned_snli_negatief
55,bericht 055_Anne _12_ wil later zelf ook zieke kinderen helpen.pdf,Anne (12) wil later zelf ook zieke kinderen helpen,"Nicole Roelands
Utrecht
De 12-jarige Anne Hoffer is net thuis na een verblijf van driekwart jaar in het Prinses Máxima Centrum voor
kinderoncologie. Ze werd er behandeld voor botkanker, kreeg veertien kuren en dertig bestralingen. Het gaat
inmiddels beter.",positief,0.7213174378364033,0.2786825621635966,positief,0.7977815297848074,0.20221847021519254,negatief,0.4245316819230983,0.5754683180769017
63,Bericht 063_Langer lijden of waardig sterven_ (1).PDF,Langer lijden of waardig sterven?,"Sterven hoeft geen eindeloze strijd te zijn. De laatste fase kan ook mooi en bijzonder zijn
Longarts Sander de Hosson (46) en journalist en schrijver Els Quaegebeur (48) maakten samen het boek Leven
toevoegen aan dagen. Quaegebeur schreef op wat De Hosson vertelde.",positief,0.6669098736048384,0.3330901263951616,positief,0.5970673376609722,0.4029326623390278,negatief,0.4703630901786405,0.5296369098213596
66,Bericht 066_Mijn belangrijkste vraag_ wat wil je echt__.pdf,'Mijn belangrijkste vraag: wat wil je echt?',"Interview Sander de Hosson longarts
Er zijn steeds meer middelen voor wie ernstig ziek is, maar soms ziet hij mensen ,,door de therapie van ellende uit
elkaar vallen"". VOLLEDIGE TEKST:
Vraag aan iemand wat palliatieve zorg is en negen van de tien mensen, als het begrip ze überhaupt iets zegt,
zullen antwoorden dat het gaat om zorg in de laatste fase van iemands leven. De laatste weken, misschien in een
hospice of zo.",positief,0.7153977224830164,0.28460227751698364,positief,0.7119340236793189,0.2880659763206811,positief,0.5345388130602082,0.46546118693979177
67,Bericht 067_Effect dure nieuwe kankermedicijnen klein.pdf,Effect dure nieuwe kankermedicijnen klein,"Patiënten met uitgezaaide kanker leven gemiddeld genomen iets langer dan 25 jaar geleden. Maar die extra
levensjaren zijn ongelijk verdeeld. Lang niet alle patiëntengroepen profiteren van de nieuwe (en vaak dure)
medicijnen die met veel beloften op de markt komen.",positief,0.6275448016063928,0.3724551983936072,positief,0.5725172758102417,0.4274827241897583,negatief,0.41877548154519445,0.5812245184548056
68,Bericht 068_Dure kankermedicijnen hebben een beperkt effect op de levensverwachting.pdf,Dure kankermedicijnen hebben een beperkt effect op de levensverwachting,"In bijna dertig jaar tijd ontwikkelden farmaceuten maar liefst twintig geneesmiddelen om de levensduur van
patiënten met uitgezaaide longkanker te verlengen. Toch nam de kans dat zij na vijf jaar nog in leven waren in de
periode tussen 1989 tot 2018 slechts met 7 procent toe, blijkt uit een studie van het Integraal Kankercentrum
Nederland (IKNL). Longkankerpatiënten zijn niet de enigen die nauwelijks lijken te profiteren van de introductie van nieuwe, vaak
prijzige medicijnen, blijkt uit de studie.",positief,0.6318255154150558,0.3681744845849442,positief,0.5277798780137264,0.4722201219862736,negatief,0.48038727103509693,0.5196127289649031
69,Bericht 069_Geef nieuwe medicijnen geen groen licht_ maar oranje.pdf,"Geef nieuwe medicijnen geen groen licht, maar oranje","Dat nieuwe kankermedicijnen vaak weinig effect hebben, blijkt uit de gisteren gepubliceerde studie van het
Integraal Kankercentrum Nederland. Al uit Brits onderzoek uit 2019 is bekend dat nog geen 10 procent van deze
medicijnen de kwaliteit van leven van patiënten verbetert. En dat slechts 40 procent ervoor zorgt dat de patiënt
langer leeft, gemiddeld amper drie maanden.",positief,0.5798799097537994,0.42012009024620056,positief,0.6071208417415619,0.3928791582584381,negatief,0.38198739502868706,0.6180126049713129
70,Bericht 070_Nee_ dit middel wordt niet vergoed.pdf,"Nee, dit middel wordt niet vergoed","Hoe wordt bepaald of een medicijn te duur is? Een nieuw middel is werkzaam, maar te duur, vindt de minister. VOLLEDIGE TEKST:
De werking is het probleem niet.",positief,0.5291464272487224,0.4708535727512776,positief,0.5418697079101797,0.45813029208982026,negatief,0.38524810357857464,0.6147518964214254
74,Bericht 074_Goed dat grens wordt gesteld aan uitdijen basispakket _ Commentaar.pdf,Goed dat grens wordt gesteld aan uitdijen basispakket ; Commentaar,"VOLLEDIGE TEKST:
Als er op één ding niet is bezuinigd afgelopen decennia, dan is het wel het basispakket van de zorgverzekering. Dat behelst alles van een bezoekje aan de huisarts tot een openhartoperatie. Alleen al de afgelopen vijf jaar stegen
de uitgaven van 44,5 miljard euro tot 51,3 miljard.",positief,0.6980410705904608,0.30195892940953917,positief,0.730468519614085,0.269531480385915,negatief,0.3935672719348555,0.6064327280651445
76,Bericht 076_Prognose baby_s met agressieve leukemie sterk verbeterd.pdf,Prognose baby's met agressieve leukemie sterk verbeterd,"Dat meldt het Prinses Máxima Centrum op basis van nieuw onderzoek dat woensdag in het New England Journal
of Medicine is gepubliceerd. Volgens het centrum in Utrecht waar kinderoncologische expertise geconcentreerd is,
wordt immuuntherapie met het geneesmiddel blinatumomab nu wereldwijd standaard. Het gaat specifiek om baby's met acute lymfatische leukemie (ALL) met een bepaalde fout in het DNA van de
leukemiecellen, van wie de overlevingskans niet groot is.",positief,0.6406604551891422,0.3593395448108578,positief,0.6756121314879617,0.3243878685120384,negatief,0.44470911987683903,0.5552908801231611
77,Bericht 077_Baby_s met leukemie geholpen dankzij Nederlands onderzoek.pdf,Baby's met leukemie geholpen dankzij Nederlands onderzoek,"Nieuw onderzoek laat zien dat baby's met een agressieve vorm van leukemie goed reageren op een middel dat
het eigen afweersysteem aanspoort kankercellen op te ruimen. De internationale studie werd geleid door
Nederlandse onderzoekers van het Prinses Máxima Centrum voor kinderoncologie. Bijna alle baby's die het middel blinatumomab kregen, zijn twee jaar later nog in leven.",positief,0.7246870753351252,0.2753129246648748,positief,0.7735855588171561,0.22641444118284393,negatief,0.3725961735277842,0.6274038264722158
86,Bericht 086_Lat omhoog bij nieuwe kankermedicijnen (1).pdf,Lat omhoog bij nieuwe kankermedicijnen,"Gezondheidszorg - 5 vragen: oncologie
1. Waarom is dat besluit genomen? Oncologen merken dat kankermedicijnen in de praktijk niet altijd de positieve resultaten halen die de zorgvuldig
geregisseerde studies van de farmaceutische bedrijven beloven.",positief,0.649319329112714,0.35068067088728616,positief,0.6711848173341111,0.3288151826658889,negatief,0.4664579927921295,0.5335420072078705
93,Bericht 093_Duur_ ja_effectief_niet per se.pdf,"Duur: ja,effectief:niet per se","Geneeskunde Kankermedicijnen
Stel, u mag van een fabrikant een nieuwe auto uitzoeken. Geld speelt geen rol, iemand anders betaalt. Uw oog valt
op een Ferrari.",positief,0.6840481662789284,0.31595183372107155,positief,0.5191300070026519,0.4808699929973481,negatief,0.40849230910814727,0.5915076908918527
94,Bericht 094_Toezichthouder moet strenger omgaan met kankermedicijnen die valse hoop geven.pdf,Toezichthouder moet strenger omgaan met kankermedicijnen die valse hoop geven,"Farmaceutische bedrijven ontwikkelen zich steeds meer tot handelaren in valse hoop. Nieuwe, dure
kankermedicijnen blijken minder goed te werken dan de farmaceuten hadden beloofd. En de beloofde
gezondheidswinst was in veel gevallen al beperkt.",positief,0.54016930578013,0.45983069421986994,positief,0.5157119252687978,0.48428807473120217,negatief,0.2829301655292511,0.7170698344707489
97,Bericht 097_De tijden van de Q-koorts zal ik nooit meer vergeten_ (1).PDF,'De tijden van de Q-koorts zal ik nooit meer vergeten',"Longarts Nico van 't Hullenaar stopt
Hans van Alebeek
Uden/Veghel
Eigenlijk had hij net als zijn vader huisarts willen worden. Maar ja, daar was een wachtlijst voor. En zoals dat dan
soms gaat, via een toevallig baantje als assistent bij een longarts ontdekte hij dat dat 'ook wel een heel erg leuk vak
is'.",positief,0.6913327084745043,0.30866729152549566,positief,0.6164989457743749,0.3835010542256251,negatief,0.47330956808640656,0.5266904319135934
99,Bericht 099_Harde keuzes zijn nodig in de zorg voordat nog meer mensen de dupe worden_ Commentaar.pdf,Harde keuzes zijn nodig in de zorg voordat nog meer mensen de dupe worden; Commentaar,"VOLLEDIGE TEKST:
Nederland heeft niet meer de beste gezondheidszorg van de wereld. Zeker, de ziekenhuiszorg is heel goed, de
spoed-, kraam- en huisartsenzorg ook. Maar er zijn te veel mensen die zorg nodig hebben en te weinig
vakmensen om die te leveren.",positief,0.6195606383606294,0.3804393616393706,positief,0.5911601462805787,0.4088398537194212,negatief,0.38262194605868277,0.6173780539413172
100,Bericht 100_Laat veelbelovende medicijnen snel_ maar gecontroleerd toe tot de markt.PDF,"Laat veelbelovende medicijnen snel, maar gecontroleerd toe tot de markt","Duur, maar effectief? Duur: ja, effectief: niet per se, stond boven het artikel over dure anti-kankermedicijnen (Wetenschap, 17/6). Er wordt
uitgebreid toegelicht dat studieresultaten niet altijd voorspellen hoe een geneesmiddel in de echte wereld werkt.",positief,0.7229176570073873,0.2770823429926127,positief,0.7132414421246507,0.28675855787534943,negatief,0.456110546541758,0.543889453458242
112,Bericht 112_Bang_ Voor kanker_ Welnee. Je moet ergens aan doodgaan__  KankeronderzoekPiet Borst krijgt _Amerik.pdf,'Bang? Voor kanker? Welnee. Je moet ergens aan doodgaan'; KankeronderzoekPiet Borst krijgt 'Amerikaanse,"Interview Piet Borst oud-directeur Nederlands Kanker Instituut
Piet Borst ontvangt de Lasker Award voor zijn onderzoek naar kanker en zijn maatschappelijke verdiensten. VOLLEDIGE TEKST:
Piet Borst zit er onaangedaan bij, dinsdag bij hem thuis in Bussum, met een kopje thee en een biscuitje, twee
dagen voordat het nieuws over de Lasker Award bekend wordt gemaakt. Maar hij vindt het, zegt hij, natuurlijk
,,ontzettend leuk"" en ,,een hele eer"", vooral voor het Kankerinstituut.",positief,0.6365665189742759,0.36343348102572415,positief,0.5870941763036275,0.4129058236963725,positief,0.5324408793977933,0.4675591206022067
120,Bericht 120_Zijn die betere kankermedicijnen al dat geld waard__  Geneeskunde Zijn die betere kankermedicijnen.pdf,Zijn die betere kankermedicijnen al dat geld waard?; Geneeskunde Zijn die betere kankermedicijnen al dat,"Dure geneesmiddelen
Door nieuwe medicijnen blijven kankerpatiënten langer leven. Maar dat kost steeds meer geld, in 2021 zelfs al
1,5 miljard euro. ,,We zullen pijnlijke keuzes moeten maken.""
VOLLEDIGE TEKST:
Het spreekuur van longarts Egbert Smit is de afgelopen tien jaar radicaal veranderd.",positief,0.7057585159538045,0.29424148404619566,positief,0.6440780449024036,0.3559219550975964,positief,0.5177628969179704,0.48223710308202955
121,Bericht 121_Groter deel budget naar medicijnen tegen kanker.pdf,Groter deel budget naar medicijnen tegen kanker,"Steeds meer geld gaat naar kankermedicijnen, meldde het Integraal Kankercentrum Nederland (IKNL) gisteren.. In 2012 ging een kwart van het totale geneesmiddelenbudget naar middelen tegen kanker. In 2021 was dat meer
dan de helft van de totale uitgaven.",positief,0.758612769168954,0.24138723083104596,positief,0.7112749629195807,0.2887250370804193,negatief,0.3689950022233137,0.6310049977766863
124,Bericht 124_Robot wordt straks chirurg in ziekenhuis_ zorg Bij oncologische operaties in Noordwest.pdf,Robot wordt straks chirurg in ziekenhuis; zorg Bij oncologische operaties in Noordwest,"zorg Bij oncologische operaties in Noordwest
Om kankerpatiënten nauwkeuriger te kunnen opereren gaat het Noordwest Ziekenhuis (NWZ) in Alkmaar vanaf
begin 2024 een robot voor oncologische ingrepen inzetten. Alkmaar
,,Er worden momenteel drie chirurgen en twee urologen getraind. Op den duur gaat iedere oncologische chirurg
ermee opereren, willen we het verder uitrollen"", vertelt Hermien Schreurs.",positief,0.6522720953210979,0.347727904678902,positief,0.7379659769703913,0.26203402302960865,negatief,0.458100094142559,0.541899905857441
126,Bericht 126_Doorbraak in behandeling van darmkanker.pdf,Doorbraak in behandeling van darmkanker,"Een nieuwe behandelmethode tegen buikvliesuitzaaiingen bij darmkanker, van het Catharina Ziekenhuis
Eindhoven en het Erasmus MC Rotterdam, slaat boven verwachting goed aan. Dat blijkt uit een kleinschalig onderzoek dat de afgelopen vier jaar plaatsvond in beide ziekenhuizen. De nieuwe
behandel­methode, Interact geheten, verlengt levens en kan ze potentieel zelfs redden.",positief,0.6877854841155907,0.3122145158844093,positief,0.6888810613821816,0.31111893861781836,negatief,0.426716318784958,0.5732836812150419
127,Bericht 127_Grotere kans op overleving na doorbraak behandeling uitgezaaide blaaskanker.pdf,Grotere kans op overleving na doorbraak behandeling uitgezaaide blaaskanker,"Na veertig jaar is er een doorbraak in de behandeling van uitgezaaide blaaskanker. Voor patiënten betekent
dat een grotere kans op overleving of het langer wegblijven van tumoren, zegt medisch oncoloog Michiel van der
Heijden van het Antoni van Leeuwenhoek. Het succes zit 'm in het combineren van therapieën.",positief,0.7515308741387233,0.24846912586127667,positief,0.6272305601506357,0.3727694398493643,negatief,0.44059338298321626,0.5594066170167837
128,Bericht 128_Nieuwe behandeling blaaskanker_ meer overlevingskans.pdf,Nieuwe behandeling blaaskanker: meer overlevingskans,"De afgelopen vier decennia werd uitgezaaide blaaskanker behandeld met chemotherapie. De resultaten waren
beperkt, vertelt Michiel van der Heijden, medisch oncoloog van het Antoni van Leeuwenhoek (AVL) in Amsterdam
en betrokken bij twee belangrijke studies die gisteren in Madrid werden gepresenteerd. ,,De overlevingskans met uitgezaaide blaaskanker is, bij de huidige mogelijkheden, laag.",positief,0.6662617647631153,0.33373823523688484,positief,0.718455046415329,0.281544953584671,negatief,0.4068938976279284,0.5931061023720716
144,Bericht 144_Beter leven _ex-_ kankerpati_nten.pdf,Beter leven (ex-) kankerpatiënten,"UMCG ontvangt 6,6 miljoen euro voor onderzoek
Het onderzoek moet behandeling en het leven van (ex-)kankerpatiënten verbeteren. Het geld is afkomstig van
KWF Kankerbestrijding. Dat verdeelt in totaal 26 miljoen euro (van donateurs) over 31 nieuwe kankeronderzoeken
in het land.",positief,0.7565574236387483,0.24344257636125166,positief,0.871397014449229,0.12860298555077104,negatief,0.44154253602027893,0.5584574639797211
146,Bericht 146_Eigen afweer strijdt tegen kanker.pdf,Eigen afweer strijdt tegen kanker,"Immuuntheraptie is hoop voor de toekomst
Hij is een prototype van een gedreven onderzoeker. Hij denkt het liefst twee stappen vooruit, is volhardend,
ongeduldig en trots op wat hij heeft bereikt en nog zal bereiken. Christian Blank, professor doctor, geldt als een
autoriteit op het gebied van immuuntherapie, een behandeling die ervoor zorgt dat het menselijk lichaam een zo
optimaal mogelijk afweersysteem heeft om kankercellen te vernietigen.",positief,0.6390164348163108,0.3609835651836893,positief,0.7260192231961871,0.2739807768038129,negatief,0.433030416095773,0.566969583904227
149,Bericht 149_Maag-slokdarmkanker nu beter te behandelen.pdf,Maag-slokdarmkanker nu beter te behandelen,"Patiënten met maag-slokdarmkanker hebben baat bij een nieuwe vorm van behandeling. Het gaat om het
combineren van immuuntherapie met chemotherapie vóór de operatie. Bij een groot deel van de patiënten slinkt of
verdwijnt de tumor.",positief,0.6988036925812222,0.30119630741877784,positief,0.7568036749168305,0.24319632508316952,negatief,0.42661163676205105,0.573388363237949
152,Bericht 152_Radboudumc krijgt kliniek voor ______experimentele kankermedicijnen (1).PDF,Radboudumc krijgt kliniek voor â€ƒâ€‚experimentele kankermedicijnen,"Het Radboudumc in Nijmegen start eind deze maand met een speciale kliniek voor patiënten met kanker waar
reguliere behandelingen niet meer bij helpen. Ze krijgen er de nieuwste medicijnen, die nog experimenteel zijn. ,,We willen de middelen van morgen vandaag al aanbieden"", zegt Carla van Herpen, hoogleraar Rare Cancers
(zeldzame kankers) van de Radboud Universiteit en oncoloog bij het Radboudumc.",positief,0.70690162873217,0.29309837126783,positief,0.7573068442084088,0.24269315579159123,positief,0.5299893617630005,0.4700106382369995
157,Bericht 157_Geld is een perverse prikkel_ (1).PDF,'Geld is een perverse prikkel',"Medische klokkenluider Jim Reekers
Artsen verwijderen jaarlijks ongeveer zeshonderd baarmoeders terwijl dat niet nodig is, omdat er een goedkoper
alternatief voor de behandeling van vleesbomen bestaat. Ook andere operaties zijn vaak onnodig. ,,Geld is de
meest perverse prikkel in de gezondheidszorg, en dat leidt tot misschien wel 30 procent onnodige medische
ingrepen per jaar'', zegt Jim Reekers, emeritus-hoogleraar interventieradiologie.",positief,0.582817139019776,0.4171828609802239,positief,0.5903537285969578,0.4096462714030421,negatief,0.4485295192296086,0.5514704807703914
160,Bericht 160_Mutatie geeft therapie meer grip op tumor.pdf,Mutatie geeft therapie meer grip op tumor,"Onderzoek bij muizen biedt uitzicht op een genetische test die bij kankerpatiënten kan voorspellen of
immuuntherapie zal aanslaan. VOLLEDIGE TEKST:
Tumorcellen met bepaalde veranderingen in het dna van hun mitochondriën, de energiefabrieken van een cel, zijn
2,5 keer gevoeliger voor immuuntherapie. Dat wijst onderzoek uit bij muizen die huidkanker kregen na
transplantatie met kankercellen.",positief,0.7513078119098215,0.2486921880901784,positief,0.7511610562408415,0.2488389437591584,negatief,0.4399315924801781,0.5600684075198219
166,Bericht 166_De waar-vraag.pdf,De waar-vraag,"De week in wetenschap
Het was bij toeval dat de ziekte aan het licht kwam, bij behandeling van een vergrote prostaat; maar prostaatkanker
was het niet, aldus Buckingham Palace deze week. Dus kwamen de speculaties los. Welke kankersoort kan het zijn, die men bij koning Charles heeft vastgesteld?",positief,0.6226782202720642,0.3773217797279358,positief,0.7342599321662094,0.26574006783379056,negatief,0.4456252319233237,0.5543747680766762
168,Bericht 168_Hoe dodelijk is kanker_ Is de ziekte erfelijk_.pdf,Hoe dodelijk is kanker? Is de ziekte erfelijk?,"Antwoorden op lezersvragen
Eric Reijnen Rutten
Nijmegen
Voor welke vormen van kanker zijn er experimentele medicijnen/behandelingen? Daar is moeilijk een volledig antwoord op te geven. Alleen al bij het Radboudumc zijn er tientallen studies waaraan
meegedaan kan worden.",positief,0.6541169186788347,0.3458830813211652,positief,0.6002491362993425,0.39975086370065743,negatief,0.44865413434962953,0.5513458656503705
177,Bericht 177_Nieuwe medicatie tegen kanker valt vaak fors tegen.pdf,Nieuwe medicatie tegen kanker valt vaak fors tegen,"Om de haverklap komen er nieuwe middelen tegen kanker beschikbaar. De onderzoeksresultaten zijn vaak
veelbelovend en als het medicijn dan ook nog veilig blijkt, komt het in veel landen op de markt. Meestal tegen een
zeer hoge vergoeding.",positief,0.6515625697084064,0.3484374302915936,positief,0.6406623405024464,0.3593376594975536,negatief,0.3697445606574943,0.6302554393425057
178,Bericht 178_De kankerbehandeling als Oudejaarsloterij.pdf,De kankerbehandeling als Oudejaarsloterij,"Vroeger was het voor ons zorgverleners eenvoudig, zegt Eric Geijteman, internist-oncoloog in het Rotterdamse
ErasmusMC. Geijteman doet onderzoek naar de zorg aan het einde van het leven. ""Als de conditie van iemand
met uitgezaaide kanker achteruitging, dan wisten we dat die patiënt op afzienbare termijn zou overlijden.",positief,0.6308997751650047,0.36910022483499527,positief,0.6888351245893108,0.31116487541068916,negatief,0.421804437430129,0.5781955625698709
