id,title,lead,rob_p_pos,rob_p_neg,rob_label
67,Effect dure nieuwe kankermedicijnen klein,Patiënten met uitgezaaide kanker leven gemiddeld genomen iets langer dan 25 jaar geleden. Maar die extra levensjaren zijn ongelijk verdeeld. Lang niet alle patiëntengroepen profiteren van de nieuwe (en vaak dure) medicijnen die met veel beloften op de markt komen.,0.0074098057998606475,0.9925901942001394,negatief
68,Dure kankermedicijnen hebben een beperkt effect op de levensverwachting,"In bijna dertig jaar tijd ontwikkelden farmaceuten maar liefst twintig geneesmiddelen om de levensduur van patiënten met uitgezaaide longkanker te verlengen. Toch nam de kans dat zij na vijf jaar nog in leven waren in de periode tussen 1989 tot 2018 slechts met 7 procent toe, blijkt uit een studie van het Integraal Kankercentrum Nederland (IKNL).",0.39852070845361737,0.6014792915463826,negatief
69,"Geef nieuwe medicijnen geen groen licht, maar oranje","Dat nieuwe kankermedicijnen vaak weinig effect hebben, blijkt uit de gisteren gepubliceerde studie van het Integraal Kankercentrum Nederland. Al uit Brits onderzoek uit 2019 is bekend dat nog geen 10 procent van deze medicijnen de kwaliteit van leven van patiënten verbetert. En dat slechts 40 procent ervoor zorgt dat de patiënt langer leeft, gemiddeld amper drie maanden.",0.8788178464718405,0.12118215352815946,positief
70,"Nee, dit middel wordt niet vergoed"," De werking is het probleem niet. Een nieuw medicijn tegen een agressieve vorm van borstkanker is ,,zeker van 
toegevoegde waarde"" concludeerde het Zorginstituut. Maar het middel (Trodelvy) wordt toch niet vergoed, 
maakte minister Ernst Kuipers (Volksgezondheid, D66) eind maart bekend. Het is te duur.",0.22167325467424162,0.7783267453257584,negatief
74,Goed dat grens wordt gesteld aan uitdijen basispakket,"Als er op één ding niet is bezuinigd afgelopen decennia, dan is het wel het basispakket van de zorgverzekering. Dat behelst alles van een bezoekje aan de huisarts tot een openhartoperatie. Alleen al de afgelopen vijf jaar stegen de uitgaven van 44,5 miljard euro tot 51,3 miljard. Ja, de bevolking groeide maar er worden ook steeds meer medische behandelingen vanuit het basispakket vergoed.",0.679972219299945,0.32002778070005505,positief
76,Prognose baby's met agressieve leukemie sterk verbeterd,"Dat meldt het Prinses Máxima Centrum op basis van nieuw onderzoek dat woensdag in het New England Journal of Medicine is gepubliceerd. Volgens het centrum in Utrecht waar kinderoncologische expertise geconcentreerd is, wordt immuuntherapie met het geneesmiddel blinatumomab nu wereldwijd standaard.",0.9542332871929134,0.04576671280708655,positief
77,Baby's met leukemie geholpen dankzij Nederlands onderzoek,Nieuw onderzoek laat zien dat baby's met een agressieve vorm van leukemie goed reageren op een middel dat het eigen afweersysteem aanspoort kankercellen op te ruimen. De internationale studie werd geleid door Nederlandse onderzoekers van het Prinses Máxima Centrum voor kinderoncologie.,0.9841095018336875,0.01589049816631256,positief
86,Lat omhoog bij nieuwe kankermedicijnen,"1. Waarom is dat besluit genomen? Oncologen merken dat kankermedicijnen in de praktijk niet altijd de positieve resultaten halen die de zorgvuldig geregisseerde studies van de farmaceutische bedrijven beloven. Recent wetenschappelijk onderzoek staaft hun indruk: de - vaak peperdure - nieuwe medicijnen die de afgelopen jaren op de markt zijn gekomen, verlengen het leven van kankerpatiënten met gemiddeld slechts twee tot drie maanden. Veel van die medicijnen hebben ook nog eens flinke bijwerkingen.",0.5899010658388046,0.4100989341611954,positief
93,"Duur: ja,effectief:niet per se","Stel, u mag van een fabrikant een nieuwe auto uitzoeken. Geld speelt geen rol, iemand anders betaalt. Uw oog valt op een Ferrari. Straks scheurt u ongetwijfeld veiliger en sneller van A naar B. Hoe groot is dan de teleurstelling als de Ferrari de motor van een Fiatje blijkt te hebben? Binnen een paar maanden staat u met pech en een wagenzieke passagier langs de kant van de weg. 'En niet zelden in een doodlopende straat', zegt oncoloog Hans Westgeest, die deze vergelijking gebruikt om uit te leggen wat er misgaat in de wereld van de peperdure kankermedicijnen.",0.4140923398182753,0.5859076601817241,negatief
94,Toezichthouder moet strenger omgaan met kankermedicijnen die valse hoop geven,"Farmaceutische bedrijven ontwikkelen zich steeds meer tot handelaren in valse hoop. Nieuwe, dure kankermedicijnen blijken minder goed te werken dan de farmaceuten hadden beloofd. En de beloofde gezondheidswinst was in veel gevallen al beperkt.",0.640400421384861,0.3595995786151391,positief
97,'De tijden van de Q-koorts zal ik nooit meer vergeten',"Longarts Nico van 't Hullenaar stopt
Eigenlijk had hij net als zijn vader huisarts willen worden. Maar ja, daar was een wachtlijst voor. En zoals dat dan 
soms gaat, via een toevallig baantje als assistent bij een longarts ontdekte hij dat dat 'ook wel een heel erg leuk vak 
is'.",0.7723430360445986,0.22765696395540122,positief
99,Harde keuzes zijn nodig in de zorg voordat nog meer mensen de dupe worden,"Nederland heeft niet meer de beste gezondheidszorg van de wereld. Zeker, de ziekenhuiszorg is heel goed, de spoed-, kraam- en huisartsenzorg ook. Maar er zijn te veel mensen die zorg nodig hebben en te weinig vakmensen om die te leveren. 84.000 Nederlanders wachten volgens toezichthouder NZa langer dan normaal op een ggz-afspraak. Afdelingen spoedeisende hulp sluiten soms een paar keer per dag hun deuren omdat ze vol liggen. En in de minder zichtbare hoeken, zoals de thuiszorg, zitten elke dag meer ouderen te wachten. Op een schone luier of een pil.",0.6720060726062832,0.32799392739371674,positief
100,"Laat veelbelovende medicijnen snel, maar gecontroleerd toe tot de markt","Duur, maar effectief? Duur: ja, effectief: niet per se, stond boven het artikel over dure anti-kankermedicijnen (Wetenschap, 17/6). Er wordt uitgebreid toegelicht dat studieresultaten niet altijd voorspellen hoe een geneesmiddel in de echte wereld werkt. Dat geldt ook voor dure geneesmiddelen bij andere zeldzame ziekten.",0.3738901227550428,0.6261098772449573,negatief
112,'Bang? Voor kanker? Welnee. Je moet ergens aan doodgaan'; Kankeronderzoek Piet Borst krijgt 'Amerikaanse Nobelprijs',"Piet Borst zit er onaangedaan bij, dinsdag bij hem thuis in Bussum, met een kopje thee en een biscuitje, twee dagen voordat het nieuws over de Lasker Award bekend wordt gemaakt. Maar hij vindt het, zegt hij, natuurlijk ,,ontzettend leuk"" en ,,een hele eer"", vooral voor het Kankerinstituut. Nee, hij had er niet op gerekend. ,,Ik wist niet eens dat de prijs ook aan mensen buiten Amerika wordt uitgereikt."" Dus ja, hij was verbaasd toen hij twee maanden geleden een brief kreeg van de voorzitter van de jury, de biochemicus en Nobelprijswinnaar Joseph Goldstein, die hem uitnodigde om in september naar New York te komen en de prijs te ontvangen. ,,Hij had er met de hand terrific bijgeschreven.""",0.9318273264885136,0.06817267351148613,positief
120,"Zijn die betere kankermedicijnen al dat geld waard? Kankerpatiënten leven langer met nieuwe medicijnen, het debat over de kosten laait op","Het spreekuur van longarts Egbert Smit is de afgelopen tien jaar radicaal veranderd. Voorheen gaf Smit, gespecialiseerd in longkanker, eigenlijk altijd slecht nieuws. ,,Als je me toen gevraagd had of ik dacht dat iemand met uitgezaaide longkanker in de toekomst vijf jaar of langer zou kunnen overleven, had ik gezegd: nee, dat is onmogelijk."" Maar nu zijn er geneesmiddelen waarmee een bepaalde groep dat wél kan. ,,Sommige patiënten bieden ze wel 50 procent overlevingskans.""",0.7702660760788376,0.2297339239211628,positief
121,Groter deel budget naar medicijnen tegen kanker,"Steeds meer geld gaat naar kankermedicijnen, meldde het Integraal Kankercentrum Nederland (IKNL) gisteren.. In 2012 ging een kwart van het totale geneesmiddelenbudget naar middelen tegen kanker. In 2021 was dat meer dan de helft van de totale uitgaven. En de hoogte van het totale geneesmiddelenbudget stijgt ook.",0.7214751539215084,0.27852484607849154,positief
124,Robot wordt straks chirurg in ziekenhuis; zorg Bij oncologische operaties in Noordwest,Om kankerpatiënten nauwkeuriger te kunnen opereren gaat het Noordwest Ziekenhuis (NWZ) in Alkmaar vanaf begin 2024 een robot voor oncologische ingrepen inzetten.,0.9905238013706023,0.009476198629398021,positief
126,Doorbraak in behandeling van darmkanker,"Een nieuwe behandelmethode tegen buikvliesuitzaaiingen bij darmkanker, van het Catharina Ziekenhuis Eindhoven en het Erasmus MC Rotterdam, slaat boven verwachting goed aan.",0.6660415895507227,0.3339584104492774,positief
127,Grotere kans op overleving na doorbraak behandeling uitgezaaide blaaskanker,"Na veertig jaar is er een doorbraak in de behandeling van uitgezaaide blaaskanker. Voor patiënten betekent dat een grotere kans op overleving of het langer wegblijven van tumoren, zegt medisch oncoloog Michiel van der Heijden van het Antoni van Leeuwenhoek. Het succes zit 'm in het combineren van therapieën.",0.75316461236588,0.24683538763411986,positief
128,Nieuwe behandeling blaaskanker: meer overlevingskans,"De afgelopen vier decennia werd uitgezaaide blaaskanker behandeld met chemotherapie. De resultaten waren beperkt, vertelt Michiel van der Heijden, medisch oncoloog van het Antoni van Leeuwenhoek (AVL) in Amsterdam en betrokken bij twee belangrijke studies die gisteren in Madrid werden gepresenteerd.",0.9202704194660892,0.07972958053391083,positief
144,Beter leven (ex-) kankerpatiënten,"UMCG ontvangt 6,6 miljoen euro voor onderzoek Het onderzoek moet behandeling en het leven van (ex-)kankerpatiënten verbeteren. Het geld is afkomstig van KWF Kankerbestrijding. Dat verdeelt in totaal 26 miljoen euro (van donateurs) over 31 nieuwe kankeronderzoeken in het land. Vijf van die studies vinden de komende jaren plaats in het UMCG. Welke Groningse medische wetenschappers ontvangen dat geld en welke problemen willen ze er mee oplossen?",0.8566478560951446,0.14335214390485546,positief
146,Eigen afweer strijdt tegen kanker,"Immuuntheraptie is hoop voor de toekomst Hij is een prototype van een gedreven onderzoeker. Hij denkt het liefst twee stappen vooruit, is volhardend, ongeduldig en trots op wat hij heeft bereikt en nog zal bereiken. Christian Blank, professor doctor, geldt als een autoriteit op het gebied van immuuntherapie, een behandeling die ervoor zorgt dat het menselijk lichaam een zo optimaal mogelijk afweersysteem heeft om kankercellen te vernietigen.",0.9938582017475098,0.006141798252489779,positief
149,Maag-slokdarmkanker nu beter te behandelen,Patiënten met maag-slokdarmkanker hebben baat bij een nieuwe vorm van behandeling. Het gaat om het combineren van immuuntherapie met chemotherapie vóór de operatie. Bij een groot deel van de patiënten slinkt of verdwijnt de tumor.,0.7671630614236357,0.23283693857636434,positief
152,Radboudumc krijgt kliniek voor experimentele kankermedicijnen,"Het Radboudumc in Nijmegen start eind deze maand met een speciale kliniek voor patiënten met kanker waar reguliere behandelingen niet meer bij helpen. Ze krijgen er de nieuwste medicijnen, die nog experimenteel zijn.",0.9766744009533075,0.023325599046692454,positief
157,'Geld is een perverse prikkel',"Medische klokkenluider Jim Reekers Artsen verwijderen jaarlijks ongeveer zeshonderd baarmoeders terwijl dat niet nodig is, omdat er een goedkoper alternatief voor de behandeling van vleesbomen bestaat. Ook andere operaties zijn vaak onnodig. ,,Geld is de meest perverse prikkel in de gezondheidszorg, en dat leidt tot misschien wel 30 procent onnodige medische ingrepen per jaar'', zegt Jim Reekers, emeritus-hoogleraar interventieradiologie. Hij was 37 jaar werkzaam in het AMC in Amsterdam.",0.6093217084104849,0.39067829158951495,positief
160,Mutatie geeft therapie meer grip op tumor,"Tumorcellen met bepaalde veranderingen in het dna van hun mitochondriën, de energiefabrieken van een cel, zijn 2,5 keer gevoeliger voor immuuntherapie. Dat wijst onderzoek uit bij muizen die huidkanker kregen na transplantatie met kankercellen. In de toekomst zouden tests op basis van deze mutaties helpen voorspellen welke kankerpatiënten profijt hebben van de behandeling, schrijft een internationale groep wetenschappers in een publicatie die dinsdag in wetenschappelijk tijdschrift Nature Cancer verscheen. De ontdekking van deze zwakke plek van tumorcellen biedt ook aanwijzingen voor nieuwe behandelingen.",0.6418265642045458,0.35817343579545424,positief
166,De waar-vraag,"De week in wetenschap Het was bij toeval dat de ziekte aan het licht kwam, bij behandeling van een vergrote prostaat; maar prostaatkanker was het niet, aldus Buckingham Palace deze week.",0.20288201977872966,0.7971179802212703,negatief
168,Hoe dodelijk is kanker? Is de ziekte erfelijk?,"Voor welke vormen van kanker zijn er experimentele medicijnen/behandelingen? Daar is moeilijk een volledig antwoord op te geven. Alleen al bij het Radboudumc zijn er tientallen studies waaraan meegedaan kan worden. De meeste zijn te vinden op oncologiewijzer.nl, maar vaak wisselt het snel. Op de website clinicaltrials.gov is een overzicht te vinden van alle onderzoeken die wereldwijd worden gedaan. Het verstandigst is om te overleggen met de eigen oncoloog, ook als dat in een ander ziekenhuis is: die weet als het goed is precies welke studies er zijn en kan ook altijd overleggen met specialisten van het Radboudumc, stelt hoogleraar zeldzame kankers en oncoloog Carla van Herpen.",0.4579527043668671,0.5420472956331325,negatief
177,Nieuwe medicatie tegen kanker valt vaak fors tegen,"Om de haverklap komen er nieuwe middelen tegen kanker beschikbaar. De onderzoeksresultaten zijn vaak veelbelovend en als het medicijn dan ook nog veilig blijkt, komt het in veel landen op de markt. Meestal tegen een zeer hoge vergoeding. De wereldwijde uitgaven aan kankermedicijnen lopen daardoor hard op, van ruim 150 miljard euro in 2020 naar een verwachte 250 miljard volgend jaar.",0.19698027234240267,0.8030197276575973,negatief
178,De kankerbehandeling als Oudejaarsloterij,"Vroeger was het voor ons zorgverleners eenvoudig, zegt Eric Geijteman, internist-oncoloog in het Rotterdamse ErasmusMC. Geijteman doet onderzoek naar de zorg aan het einde van het leven. ""Als de conditie van iemand met uitgezaaide kanker achteruitging, dan wisten we dat die patiënt op afzienbare termijn zou overlijden. Daar konden we de zorg vervolgens op inrichten.""",0.5555275593632406,0.4444724406367592,positief
181,'Ik wilde geen Albert Schweitzer zijn',"Midden in het tropisch regenwoud, op zo'n tweehonderd kilometer van de Ghanese hoofdstad Accra, staat een ziekenhuis van de katholieke missie, waar in 1975 maar één dokter werkt, terwijl zich dagelijks driehonderd patiënten aandienen. Als stagiair moet een Nederlandse, vierdejaars student geneeskunde samen met lokale verpleegkundigen een eerste schifting aanbrengen. 'Ik kreeg per patiënt 45 seconden voor de diagnose. En dat terwijl ik aanvankelijk totaal geen ervaring had', vertelt Wilbert Bannenberg, inmiddels 71 jaar, in zijn woonhuis in het Brabantse Bergeijk.",0.9539451298616339,0.04605487013836629,positief
182,Soms loont even afwachten bij kanker,"Na 227 chemopillen en 28 bestralingen was de tumor van Harrie Keusters zoek. In het voorjaar van 2013 was bij hem endeldarmkanker vastgesteld. Op een 'rotplek', had de chirurg er meteen maar bij gezegd: vlak bij de prostaat, in de buurt van centrale zenuwbanen. Hij moest worden geopereerd, er zat niks anders op. Maar eerst zou met chemoradiatie de tumor kleiner worden gemaakt zodat die beter kon worden weggehaald.",0.43712937939923147,0.5628706206007688,negatief
200,'We overwinnen meer ziektes',"Meer chronisch zieken, maar artsen hebben hoop voor de toekomst",0.9982857328452073,0.0017142671547927745,positief
226,'Veelvraatcellen' krikken afweer op om kanker aan te pakken,"Onderzoekers van het Leids Universitair Medisch Centrum hebben ontdekt hoe de natuurlijke afweer van het menselijke lichaam veel effectiever kan worden ingezet tegen kanker. Sleutel is het mobiliseren van speciale veelvraatcellen, zogenoemde macrofagen.",0.6911487313651242,0.3088512686348757,positief
227,Immuuntherapie vóór operatie huidkanker levert meer op,"Onderzoek van het Antoni van Leeuwenhoek laat zien dat 59 procent van de patiënten die in deze volgorde werden behandeld, geen enkele nabehandeling meer nodig had. Na een jaar was 84 procent van de succesvol behandelde patiënten ook nog steeds tumorvrij. Dat is een aanmerkelijk hoger percentage dan in de controlegroep die de standaardbehandeling kreeg (57 procent).",0.9342785113942412,0.06572148860575883,positief
229,Tumorvrij bij huidkanker; 'Baanbrekend' onderzoek door immuuntherapie vóór in plaats van na operatie te geven,Immuuntherapie vóór een operatie kan ervoor zorgen dat mensen met uitgezaaide huidkanker weer tumorvrij worden en blijven. Dat blijkt uit 'baanbrekend onderzoek' van het Antoni van Leeuwenhoek ziekenhuis.,0.6689728257652146,0.33102717423478545,positief
230,Immuuntherapie vóór operatie uitgezaaide huidkanker biedt veelbelovende resultaten,"Van de ruim tweehonderd patiënten met een melanoom die voor de operatie immuuntherapie kregen, was na een jaar nog 84 procent kankervrij, tegen 57 procent in de groep die na de operatie werd behandeld. De patiënten die meteen immuuntherapie kregen, hadden maar twee kuren nodig, terwijl de standaardbehandeling na de operatie uit acht tot twaalf kuren bestaat.",0.4585011928520508,0.5414988071479491,negatief
232,Succesvolle behandeling is nog niet beschikbaar,Patiënten met uitgezaaide huidkanker hebben in de meeste gevallen baat bij immuuntherapie vóórdat ze worden geopereerd. Dat blijkt uit onderzoek van het Antoni van Leeuwenhoekziekenhuis. Nadeel: de behandeling is nu nog niet beschikbaar.,0.629876927426186,0.37012307257381377,positief
233,Het voelde alsof ik in een slechte film zat' Astrid Nollen had uitgezaaide melanoom en nog kort te leven,"Astrid Nollen uit Bussum is halverwege de dertig en moeder van drie jonge kinderen als ze een verwoestende uitslag krijgt. Ze heeft uitgezaaide melanoom. ,,Ik had vier tumoren in mijn hoofd, zestien uitzaaiingen in mijn lijf en een levensverwachting van nog twee tot vier maanden. De grond zakt onder je vandaan.""",0.9349360456882151,0.06506395431178495,positief
235,Korte immuuntherapie vóór operatie succesvol bij bepaalde vorm darmkanker,"De resultaten verschijnen donderdag in vakblad NEJM. Het is voor de tweede keer in een week tijd dat Nederlandse artsen aantonen dat het veel beter is om kankerpatiënten meteen immuuntherapie te geven, al voor de operatie. Dan zit de tumor immers nog in het lichaam, staat het immuunsysteem paraat en kan een extra zetje de immuuncellen stimuleren. Zondag verscheen al een groot onderzoek met goede uitkomsten bij huidkankerpatiënten.",0.5114379953851397,0.4885620046148604,positief
236,'Ik ben mijn artsen ontzettend dankbaar'; Dankzij immuuntherapie van darmkanker genezen Anne Rog-De Graaf kan weer genieten van het leven,"De resultaten zijn baanbrekend: bij alle 111 darmkankerpatiënten die onderzoeker Myriam Chalabi behandelde met immuuntherapie, is de ziekte niet teruggekomen. Anne Rog-De Graaf deed mee aan de studie en vertelt haar succesverhaal. ,,Waanzinnig dat ik met zo'n korte behandeling helemaal schoon ben.""",0.9995916767634146,0.00040832323658520747,positief
238,Doorbraak onderzoek darmkanker,"De genezing van darmkanker is weer een stapje dichterbij. Uit recent onderzoek van het Antoni van Leeuwenhoek (AVL) blijkt dat immuuntherapie heel efficiënt werkt tegen een specifiek type van deze ziekte, die jaarlijks 1800 mensen treft. Alle 111 patiënten die deelnamen aan de studie zijn nu kankervrij.",0.7187687065172046,0.28123129348279546,positief
239,Doorbraak in darmkankeronderzoek,"Collectief hapten de kankeronderzoekers in de grote congreszaal in Parijs naar adem, in 2022, toen kankeronderzoeker Myriam Chalabi de grafiek met de resultaten van haar studie naar een nieuwe behandeling tegen een vorm van darmkanker tevoorschijn haalde. Bij álle 107 patiënten was de tumor geslonken, bleek na een operatie, bij 95 procent maar liefst tot minder dan een tiende van de tumor. En bij 68 procent van de patiënten was de tumor zelfs volledig verdwenen. Eén voor één stonden de aanwezigen op, applaudiserend, tot de hele zaal een staande ovatie gaf.",0.8408469362924214,0.1591530637075785,positief
245,In de basisverzekering; Borstkankertherapie,"Immunotherapie pembrolizumab voor vrouwen met borstkanker wordt, als het aan het Zorginstituut ligt, binnenkort vergoed vanuit de basisverzekering. Jonge vrouwen met borstkanker hebben mogelijk een hogere overlevingskans als ze vóór hun operatie behandeld worden met deze therapie.",0.7379470607489789,0.26205293925102113,positief
248,Kunnen we onze medicijnen wel vertrouwen?,"Europees Geneesmiddelenagentschap Oncoloog Anneke Westermann was 'door het dolle heen' toen in 2016 het medicijn Lartruvo op de markt kwam. ""Het zou de vooruitzichten voor mensen met weke-delenkanker, zoals tumoren in de spieren of bloedvaten, aanzienlijk verbeteren. Het idee was dat ze er maanden tot jaren langer door zouden leven"", zegt Westermann, inmiddels met pensioen maar destijds werkzaam in het Amsterdam UMC.",0.7201022294972858,0.27989777050271397,positief
255,Uitzaaiende tumoren kapen hun hele omgeving; Een tumor is een complex mini-orgaantje dat zichzelf op ingenieuze wijze uitzaait,Voor het eerst kunnen onderzoekers live onder de microscoop volgen hoe een tumor zich uitzaait. In zijn kantoor in het Antoni van Leeuwenhoek toont de Utrechtse hoogleraar Jacco van Rheenen een filmpje van een gifgroene tumormassa. Op zijn laptop is te zien hoe de klomp cellen vertakkingen vormt die langzaam richting een rode stroom kruipen - het bloedvat - en deze vervolgens binnendringen.,0.8418246494837445,0.15817535051625528,positief
