id,title,lead,bert_base_dutch_cased_finetuned_snli_label,bert_base_dutch_cased_finetuned_snli_positief,bert_base_dutch_cased_finetuned_snli_negatief,robbert_v2_dutch_finetuned_snli_label,robbert_v2_dutch_finetuned_snli_positief,robbert_v2_dutch_finetuned_snli_negatief,robbertje_dutch_finetuned_snli_label,robbertje_dutch_finetuned_snli_positief,robbertje_dutch_finetuned_snli_negatief,mDeBERTa_v3_base_mnli_xnli_label,mDeBERTa_v3_base_mnli_xnli_positief,mDeBERTa_v3_base_mnli_xnli_negatief
39,Het dna van de tumor in kaart,"De patiënt heeft uitzaaiingen en is uitbehandeld, de tumor zit in haar linkerborst en bevat 171 dna-afwijkingen. Daaronder twee driver-mutaties, die de cellen zo hebben laten ontsporen dat er kanker is ontstaan. Twee doelgerichte behandelingen komen in aanmerking, er zijn zes experimentele onderzoeken waaraan de patiënt mee kan doen.",positief,0.6670443743201582,0.3329556256798418,positief,0.5980274014932796,0.4019725985067204,positief,0.5582910374212858,0.4417089625787141,positief,0.6483081030832623,0.3516918969167378
45,Heeft internist Blank de weg naar kankervrij leven gevonden?,"Al vijftien jaar werkt Christian Blank aan betere immuunbehandelingen voor patiënten met uitgezaaide melanomen, een agressieve vorm van huidkanker. De van oorsprong Duitse internist doet dat in het in kanker gespecialiseerde ziekenhuis en onderzoeksinstituut Antoni van Leeuwenhoek in Amsterdam. Waar chemotherapie de kankercellen doodt, zorgt immuuntherapie ervoor dat onze afweer de foute cellen herkent en verwijdert.",positief,0.6930500660343734,0.30694993396562675,positief,0.5566399132477795,0.4433600867522205,negatief,0.41011110758527103,0.589888892414729,positief,0.6934288893004338,0.3065711106995661
54,Steeds meer kinderen overleven kanker,"Meer kinderen en tieners blijven leven nadat ze kanker krijgen. De overlevingskans na vijf jaar steeg naar 83 procent. ,,De behandelingen worden beter.''",positief,0.7476492812174137,0.25235071878258625,positief,0.5774854277737353,0.42251457222626465,positief,0.5669872304764917,0.4330127695235083,positief,0.7101654606499653,0.28983453935003467
55,Anne (12) wil later zelf ook zieke kinderen helpen,"De 12-jarige Anne Hoffer is net thuis na een verblijf van driekwart jaar in het Prinses Máxima Centrum voor kinderoncologie. Ze werd er behandeld voor botkanker, kreeg veertien kuren en dertig bestralingen. Het gaat inmiddels beter. Haar behandeling zit erop en ze durft weer naar de toekomst te kijken. Haar droom om gymlerares te worden heeft plaatsgemaakt voor een baan als dokter of verpleegster in het Utrechtse kinderkankercentrum. ,,Dan kan ik andere kinderen helpen.""",positief,0.742662437390078,0.2573375626099221,positief,0.5967799789574796,0.40322002104252036,negatief,0.48503608082733485,0.5149639191726652,positief,0.8337864443448638,0.16621355565513618
63, Langer lijden of waardig sterven?, Sterven hoeft geen eindeloze strijd te zijn. De laatste fase kan ook mooi en bijzonder zijn,positief,0.686753068571729,0.31324693142827104,positief,0.6048583280258127,0.3951416719741873,negatief,0.48777929609644105,0.512220703903559,negatief,0.4741824585226011,0.5258175414773989
66,'Mijn belangrijkste vraag: wat wil je echt?',"Vraag aan iemand wat palliatieve zorg is en negen van de tien mensen, als het begrip ze überhaupt iets zegt, zullen antwoorden dat het gaat om zorg in de laatste fase van iemands leven. De laatste weken, misschien in een hospice of zo. Het is zorg die gegeven wordt als iemand 'uitbehandeld' is. Als de artsen hebben gezegd: 'We kunnen niets meer voor u doen.'",positief,0.6735972189364543,0.3264027810635457,positief,0.5701772313370265,0.4298227686629735,positief,0.5641934680724071,0.435806531927593,positief,0.6400635428173324,0.3599364571826677
67,Effect dure nieuwe kankermedicijnen klein,Patiënten met uitgezaaide kanker leven gemiddeld genomen iets langer dan 25 jaar geleden. Maar die extra levensjaren zijn ongelijk verdeeld. Lang niet alle patiëntengroepen profiteren van de nieuwe (en vaak dure) medicijnen die met veel beloften op de markt komen.,positief,0.6489918618940204,0.3510081381059796,negatief,0.48968545572496586,0.5103145442750341,negatief,0.46792797936412095,0.532072020635879,negatief,0.41091357455667477,0.5890864254433251
68,Dure kankermedicijnen hebben een beperkt effect op de levensverwachting,"In bijna dertig jaar tijd ontwikkelden farmaceuten maar liefst twintig geneesmiddelen om de levensduur van patiënten met uitgezaaide longkanker te verlengen. Toch nam de kans dat zij na vijf jaar nog in leven waren in de periode tussen 1989 tot 2018 slechts met 7 procent toe, blijkt uit een studie van het Integraal Kankercentrum Nederland (IKNL).",positief,0.6690099464268413,0.33099005357315864,negatief,0.4695202515893579,0.5304797484106422,negatief,0.46725159821946605,0.532748401780534,negatief,0.31898855289468553,0.6810114471053145
69,"Geef nieuwe medicijnen geen groen licht, maar oranje","Dat nieuwe kankermedicijnen vaak weinig effect hebben, blijkt uit de gisteren gepubliceerde studie van het Integraal Kankercentrum Nederland. Al uit Brits onderzoek uit 2019 is bekend dat nog geen 10 procent van deze medicijnen de kwaliteit van leven van patiënten verbetert. En dat slechts 40 procent ervoor zorgt dat de patiënt langer leeft, gemiddeld amper drie maanden.",positief,0.6230260657706775,0.3769739342293225,positief,0.506746846596105,0.49325315340389486,negatief,0.4584397273250074,0.5415602726749926,negatief,0.4270374985759551,0.5729625014240449
70,"Nee, dit middel wordt niet vergoed"," De werking is het probleem niet. Een nieuw medicijn tegen een agressieve vorm van borstkanker is ,,zeker van 
toegevoegde waarde"" concludeerde het Zorginstituut. Maar het middel (Trodelvy) wordt toch niet vergoed, 
maakte minister Ernst Kuipers (Volksgezondheid, D66) eind maart bekend. Het is te duur.",positief,0.5467501050410689,0.45324989495893103,positief,0.561510418067014,0.4384895819329861,negatief,0.40602801433690777,0.5939719856630922,negatief,0.4544033307665453,0.5455966692334547
74,Goed dat grens wordt gesteld aan uitdijen basispakket,"Als er op één ding niet is bezuinigd afgelopen decennia, dan is het wel het basispakket van de zorgverzekering. Dat behelst alles van een bezoekje aan de huisarts tot een openhartoperatie. Alleen al de afgelopen vijf jaar stegen de uitgaven van 44,5 miljard euro tot 51,3 miljard. Ja, de bevolking groeide maar er worden ook steeds meer medische behandelingen vanuit het basispakket vergoed.",positief,0.6878248180241467,0.3121751819758532,positief,0.6230630899133015,0.37693691008669844,negatief,0.4500637246469766,0.5499362753530234,positief,0.6617694998071179,0.3382305001928822
76,Prognose baby's met agressieve leukemie sterk verbeterd,"Dat meldt het Prinses Máxima Centrum op basis van nieuw onderzoek dat woensdag in het New England Journal of Medicine is gepubliceerd. Volgens het centrum in Utrecht waar kinderoncologische expertise geconcentreerd is, wordt immuuntherapie met het geneesmiddel blinatumomab nu wereldwijd standaard.",positief,0.7005620928356081,0.2994379071643919,positief,0.6049233707643067,0.3950766292356933,negatief,0.4510541475079688,0.5489458524920312,positief,0.8095217371117589,0.1904782628882411
77,Baby's met leukemie geholpen dankzij Nederlands onderzoek,Nieuw onderzoek laat zien dat baby's met een agressieve vorm van leukemie goed reageren op een middel dat het eigen afweersysteem aanspoort kankercellen op te ruimen. De internationale studie werd geleid door Nederlandse onderzoekers van het Prinses Máxima Centrum voor kinderoncologie.,positief,0.7883690277414573,0.21163097225854277,positief,0.6289961951781752,0.37100380482182493,negatief,0.4934807849455707,0.5065192150544293,positief,0.884340470287023,0.11565952971297704
86,Lat omhoog bij nieuwe kankermedicijnen,"1. Waarom is dat besluit genomen? Oncologen merken dat kankermedicijnen in de praktijk niet altijd de positieve resultaten halen die de zorgvuldig geregisseerde studies van de farmaceutische bedrijven beloven. Recent wetenschappelijk onderzoek staaft hun indruk: de - vaak peperdure - nieuwe medicijnen die de afgelopen jaren op de markt zijn gekomen, verlengen het leven van kankerpatiënten met gemiddeld slechts twee tot drie maanden. Veel van die medicijnen hebben ook nog eens flinke bijwerkingen.",positief,0.668303638156973,0.3316963618430269,positief,0.5579678569353542,0.44203214306464583,negatief,0.4819063489614083,0.5180936510385917,positief,0.5521397725954303,0.44786022740456977
93,"Duur: ja,effectief:niet per se","Stel, u mag van een fabrikant een nieuwe auto uitzoeken. Geld speelt geen rol, iemand anders betaalt. Uw oog valt op een Ferrari. Straks scheurt u ongetwijfeld veiliger en sneller van A naar B. Hoe groot is dan de teleurstelling als de Ferrari de motor van een Fiatje blijkt te hebben? Binnen een paar maanden staat u met pech en een wagenzieke passagier langs de kant van de weg. 'En niet zelden in een doodlopende straat', zegt oncoloog Hans Westgeest, die deze vergelijking gebruikt om uit te leggen wat er misgaat in de wereld van de peperdure kankermedicijnen.",positief,0.6106641583614137,0.3893358416385862,positief,0.5492370948376228,0.45076290516237716,negatief,0.46932116139825913,0.5306788386017409,negatief,0.32737003250333,0.67262996749667
94,Toezichthouder moet strenger omgaan met kankermedicijnen die valse hoop geven,"Farmaceutische bedrijven ontwikkelen zich steeds meer tot handelaren in valse hoop. Nieuwe, dure kankermedicijnen blijken minder goed te werken dan de farmaceuten hadden beloofd. En de beloofde gezondheidswinst was in veel gevallen al beperkt.",positief,0.6402518227908262,0.3597481772091739,positief,0.5251229521323558,0.4748770478676443,negatief,0.3340404125283934,0.6659595874716066,negatief,0.25219150904849336,0.7478084909515066
97,'De tijden van de Q-koorts zal ik nooit meer vergeten',"Longarts Nico van 't Hullenaar stopt
Eigenlijk had hij net als zijn vader huisarts willen worden. Maar ja, daar was een wachtlijst voor. En zoals dat dan 
soms gaat, via een toevallig baantje als assistent bij een longarts ontdekte hij dat dat 'ook wel een heel erg leuk vak 
is'.",positief,0.670691615330921,0.32930838466907897,positief,0.5097036961881503,0.4902963038118497,negatief,0.47620303772197187,0.5237969622780282,positief,0.6602477003779819,0.33975229962201814
99,Harde keuzes zijn nodig in de zorg voordat nog meer mensen de dupe worden,"Nederland heeft niet meer de beste gezondheidszorg van de wereld. Zeker, de ziekenhuiszorg is heel goed, de spoed-, kraam- en huisartsenzorg ook. Maar er zijn te veel mensen die zorg nodig hebben en te weinig vakmensen om die te leveren. 84.000 Nederlanders wachten volgens toezichthouder NZa langer dan normaal op een ggz-afspraak. Afdelingen spoedeisende hulp sluiten soms een paar keer per dag hun deuren omdat ze vol liggen. En in de minder zichtbare hoeken, zoals de thuiszorg, zitten elke dag meer ouderen te wachten. Op een schone luier of een pil.",positief,0.6706574458436461,0.32934255415635394,positief,0.553630458783959,0.44636954121604094,negatief,0.4432242148053474,0.5567757851946525,negatief,0.42251047916191986,0.5774895208380801
100,"Laat veelbelovende medicijnen snel, maar gecontroleerd toe tot de markt","Duur, maar effectief? Duur: ja, effectief: niet per se, stond boven het artikel over dure anti-kankermedicijnen (Wetenschap, 17/6). Er wordt uitgebreid toegelicht dat studieresultaten niet altijd voorspellen hoe een geneesmiddel in de echte wereld werkt. Dat geldt ook voor dure geneesmiddelen bij andere zeldzame ziekten.",positief,0.6651907761891683,0.3348092238108317,positief,0.6085800738671928,0.39141992613280713,negatief,0.490164369135299,0.5098356308647011,positief,0.6882597225987584,0.3117402774012416
112,'Bang? Voor kanker? Welnee. Je moet ergens aan doodgaan'; Kankeronderzoek Piet Borst krijgt 'Amerikaanse Nobelprijs',"Piet Borst zit er onaangedaan bij, dinsdag bij hem thuis in Bussum, met een kopje thee en een biscuitje, twee dagen voordat het nieuws over de Lasker Award bekend wordt gemaakt. Maar hij vindt het, zegt hij, natuurlijk ,,ontzettend leuk"" en ,,een hele eer"", vooral voor het Kankerinstituut. Nee, hij had er niet op gerekend. ,,Ik wist niet eens dat de prijs ook aan mensen buiten Amerika wordt uitgereikt."" Dus ja, hij was verbaasd toen hij twee maanden geleden een brief kreeg van de voorzitter van de jury, de biochemicus en Nobelprijswinnaar Joseph Goldstein, die hem uitnodigde om in september naar New York te komen en de prijs te ontvangen. ,,Hij had er met de hand terrific bijgeschreven.""",positief,0.6714043695309346,0.3285956304690653,positief,0.554127628653326,0.44587237134667407,positief,0.5032313527727089,0.496768647227291,positief,0.7626495599653574,0.2373504400346426
120,"Zijn die betere kankermedicijnen al dat geld waard? Kankerpatiënten leven langer met nieuwe medicijnen, het debat over de kosten laait op","Het spreekuur van longarts Egbert Smit is de afgelopen tien jaar radicaal veranderd. Voorheen gaf Smit, gespecialiseerd in longkanker, eigenlijk altijd slecht nieuws. ,,Als je me toen gevraagd had of ik dacht dat iemand met uitgezaaide longkanker in de toekomst vijf jaar of langer zou kunnen overleven, had ik gezegd: nee, dat is onmogelijk."" Maar nu zijn er geneesmiddelen waarmee een bepaalde groep dat wél kan. ,,Sommige patiënten bieden ze wel 50 procent overlevingskans.""",positief,0.6508051665159121,0.3491948334840879,positief,0.5734919126382535,0.4265080873617466,negatief,0.48554691853152426,0.5144530814684757,negatief,0.21035706806098697,0.7896429319390131
121,Groter deel budget naar medicijnen tegen kanker,"Steeds meer geld gaat naar kankermedicijnen, meldde het Integraal Kankercentrum Nederland (IKNL) gisteren.. In 2012 ging een kwart van het totale geneesmiddelenbudget naar middelen tegen kanker. In 2021 was dat meer dan de helft van de totale uitgaven. En de hoogte van het totale geneesmiddelenbudget stijgt ook.",positief,0.7854503097623483,0.21454969023765166,positief,0.6126751057295271,0.38732489427047295,negatief,0.4417671242610682,0.5582328757389318,positief,0.7874843173515313,0.21251568264846868
124,Robot wordt straks chirurg in ziekenhuis; zorg Bij oncologische operaties in Noordwest,Om kankerpatiënten nauwkeuriger te kunnen opereren gaat het Noordwest Ziekenhuis (NWZ) in Alkmaar vanaf begin 2024 een robot voor oncologische ingrepen inzetten.,positief,0.7086282331265091,0.2913717668734909,positief,0.7003038311947707,0.2996961688052293,positief,0.5152088459847985,0.48479115401520145,positief,0.8709882118052176,0.1290117881947824
126,Doorbraak in behandeling van darmkanker,"Een nieuwe behandelmethode tegen buikvliesuitzaaiingen bij darmkanker, van het Catharina Ziekenhuis Eindhoven en het Erasmus MC Rotterdam, slaat boven verwachting goed aan.",positief,0.7188862153750692,0.2811137846249308,positief,0.6816855923729769,0.31831440762702307,positief,0.5553473977303748,0.44465260226962533,positief,0.9900862518982514,0.009913748101748594
127,Grotere kans op overleving na doorbraak behandeling uitgezaaide blaaskanker,"Na veertig jaar is er een doorbraak in de behandeling van uitgezaaide blaaskanker. Voor patiënten betekent dat een grotere kans op overleving of het langer wegblijven van tumoren, zegt medisch oncoloog Michiel van der Heijden van het Antoni van Leeuwenhoek. Het succes zit 'm in het combineren van therapieën.",positief,0.7506444600309958,0.24935553996900417,positief,0.6434339074732479,0.35656609252675214,negatief,0.4918473362331181,0.508152663766882,positief,0.8972639963553638,0.10273600364463616
128,Nieuwe behandeling blaaskanker: meer overlevingskans,"De afgelopen vier decennia werd uitgezaaide blaaskanker behandeld met chemotherapie. De resultaten waren beperkt, vertelt Michiel van der Heijden, medisch oncoloog van het Antoni van Leeuwenhoek (AVL) in Amsterdam en betrokken bij twee belangrijke studies die gisteren in Madrid werden gepresenteerd.",positief,0.7011689142615906,0.29883108573840933,positief,0.575371975409333,0.424628024590667,positief,0.5346405199485457,0.4653594800514543,positief,0.6544058908546765,0.34559410914532357
144,Beter leven (ex-) kankerpatiënten,"UMCG ontvangt 6,6 miljoen euro voor onderzoek Het onderzoek moet behandeling en het leven van (ex-)kankerpatiënten verbeteren. Het geld is afkomstig van KWF Kankerbestrijding. Dat verdeelt in totaal 26 miljoen euro (van donateurs) over 31 nieuwe kankeronderzoeken in het land. Vijf van die studies vinden de komende jaren plaats in het UMCG. Welke Groningse medische wetenschappers ontvangen dat geld en welke problemen willen ze er mee oplossen?",positief,0.7978156753067228,0.2021843246932773,positief,0.6791576384440704,0.32084236155592966,positief,0.5491492466645161,0.4508507533354839,positief,0.7398755322421713,0.2601244677578287
146,Eigen afweer strijdt tegen kanker,"Immuuntheraptie is hoop voor de toekomst Hij is een prototype van een gedreven onderzoeker. Hij denkt het liefst twee stappen vooruit, is volhardend, ongeduldig en trots op wat hij heeft bereikt en nog zal bereiken. Christian Blank, professor doctor, geldt als een autoriteit op het gebied van immuuntherapie, een behandeling die ervoor zorgt dat het menselijk lichaam een zo optimaal mogelijk afweersysteem heeft om kankercellen te vernietigen.",positief,0.6941669643237897,0.3058330356762104,positief,0.7058024805182512,0.29419751948174877,negatief,0.48383586658920646,0.5161641334107936,positief,0.9084419938774527,0.09155800612254722
149,Maag-slokdarmkanker nu beter te behandelen,Patiënten met maag-slokdarmkanker hebben baat bij een nieuwe vorm van behandeling. Het gaat om het combineren van immuuntherapie met chemotherapie vóór de operatie. Bij een groot deel van de patiënten slinkt of verdwijnt de tumor.,positief,0.7337101920091399,0.26628980799086016,positief,0.6528066574151353,0.3471933425848646,negatief,0.48244656138147657,0.5175534386185233,positief,0.8737390299178224,0.12626097008217765
152,Radboudumc krijgt kliniek voor experimentele kankermedicijnen,"Het Radboudumc in Nijmegen start eind deze maand met een speciale kliniek voor patiënten met kanker waar reguliere behandelingen niet meer bij helpen. Ze krijgen er de nieuwste medicijnen, die nog experimenteel zijn.",positief,0.7669253560962583,0.23307464390374175,positief,0.6886898871307033,0.3113101128692966,positief,0.5597291012857969,0.44027089871420316,positief,0.7295756768025417,0.2704243231974584
157,'Geld is een perverse prikkel',"Medische klokkenluider Jim Reekers Artsen verwijderen jaarlijks ongeveer zeshonderd baarmoeders terwijl dat niet nodig is, omdat er een goedkoper alternatief voor de behandeling van vleesbomen bestaat. Ook andere operaties zijn vaak onnodig. ,,Geld is de meest perverse prikkel in de gezondheidszorg, en dat leidt tot misschien wel 30 procent onnodige medische ingrepen per jaar'', zegt Jim Reekers, emeritus-hoogleraar interventieradiologie. Hij was 37 jaar werkzaam in het AMC in Amsterdam.",positief,0.6156787427229303,0.3843212572770697,positief,0.5762127157982562,0.42378728420174383,positief,0.5095707654347568,0.49042923456524323,negatief,0.27423020686339655,0.7257697931366035
160,Mutatie geeft therapie meer grip op tumor,"Tumorcellen met bepaalde veranderingen in het dna van hun mitochondriën, de energiefabrieken van een cel, zijn 2,5 keer gevoeliger voor immuuntherapie. Dat wijst onderzoek uit bij muizen die huidkanker kregen na transplantatie met kankercellen. In de toekomst zouden tests op basis van deze mutaties helpen voorspellen welke kankerpatiënten profijt hebben van de behandeling, schrijft een internationale groep wetenschappers in een publicatie die dinsdag in wetenschappelijk tijdschrift Nature Cancer verscheen. De ontdekking van deze zwakke plek van tumorcellen biedt ook aanwijzingen voor nieuwe behandelingen.",positief,0.7667727736781975,0.23322722632180257,positief,0.6617602720879896,0.3382397279120104,positief,0.5171762079742023,0.48282379202579767,positief,0.8214923326648741,0.1785076673351259
166,De waar-vraag,"De week in wetenschap Het was bij toeval dat de ziekte aan het licht kwam, bij behandeling van een vergrote prostaat; maar prostaatkanker was het niet, aldus Buckingham Palace deze week.",positief,0.6406211259473024,0.35937887405269753,positief,0.6723150230020315,0.32768497699796845,positief,0.5082190816601477,0.49178091833985227,positief,0.6064851807369742,0.3935148192630258
168,Hoe dodelijk is kanker? Is de ziekte erfelijk?,"Voor welke vormen van kanker zijn er experimentele medicijnen/behandelingen? Daar is moeilijk een volledig antwoord op te geven. Alleen al bij het Radboudumc zijn er tientallen studies waaraan meegedaan kan worden. De meeste zijn te vinden op oncologiewijzer.nl, maar vaak wisselt het snel. Op de website clinicaltrials.gov is een overzicht te vinden van alle onderzoeken die wereldwijd worden gedaan. Het verstandigst is om te overleggen met de eigen oncoloog, ook als dat in een ander ziekenhuis is: die weet als het goed is precies welke studies er zijn en kan ook altijd overleggen met specialisten van het Radboudumc, stelt hoogleraar zeldzame kankers en oncoloog Carla van Herpen.",positief,0.6182274891825302,0.3817725108174697,negatief,0.4600055647418086,0.5399944352581915,negatief,0.4686290446313565,0.5313709553686435,negatief,0.4398559321623212,0.5601440678376788
177,Nieuwe medicatie tegen kanker valt vaak fors tegen,"Om de haverklap komen er nieuwe middelen tegen kanker beschikbaar. De onderzoeksresultaten zijn vaak veelbelovend en als het medicijn dan ook nog veilig blijkt, komt het in veel landen op de markt. Meestal tegen een zeer hoge vergoeding. De wereldwijde uitgaven aan kankermedicijnen lopen daardoor hard op, van ruim 150 miljard euro in 2020 naar een verwachte 250 miljard volgend jaar.",positief,0.6541244682780029,0.34587553172199714,positief,0.5551802380011108,0.44481976199888923,negatief,0.4152608671201281,0.5847391328798719,negatief,0.4248539124124699,0.5751460875875302
178,De kankerbehandeling als Oudejaarsloterij,"Vroeger was het voor ons zorgverleners eenvoudig, zegt Eric Geijteman, internist-oncoloog in het Rotterdamse ErasmusMC. Geijteman doet onderzoek naar de zorg aan het einde van het leven. ""Als de conditie van iemand met uitgezaaide kanker achteruitging, dan wisten we dat die patiënt op afzienbare termijn zou overlijden. Daar konden we de zorg vervolgens op inrichten.""",positief,0.6449060594590754,0.3550939405409245,positief,0.5665077307659613,0.43349226923403866,positief,0.5631604648021101,0.4368395351978899,positief,0.590260668285714,0.40973933171428606
